"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFGRUPPETYP","TARIFGRPERSTELLER","TARIFGRUPPEART","QUALIPRUEFMOEGL","CODE","BESCHREIBUNGDT","BESCHREIBUNGEN","BESCHREIBUNGFR","BESCHREIBUNGIT","BESCHREIBUNG05","BESCHREIBUNG06","BESCHREIBUNG07","BESCHREIBUNG08","BESCHREIBUNG09","BESCHREIBUNG10","LASTMUTATION","TAEL_ID","REGINTERNGENERELL","TIMESEG","ARCHIVETAG","MDBID"
1429,"1105",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Gynaek","Gynäkologie und Geburtshilfe","Gynaek","Gynäkologie und Geburtshilfe","Gynaek","Gynécologie et obstétrique","Gynaek","Ginecologia ed ostetricia","","","","","","","","","","","","","QLD_17","-10110","-49996","-63029","-62332","-10110","17","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1430,"1106",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Innere","Innere Medizin","Innere","Innere Medizin","Innere","Médecine interne","Innere","Medicina Interna","","","","","","","","","","","","","QLD_18","-10110","-49996","-63029","-62332","-10110","18","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1431,"1107",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Endokr","Endokrinologie","Endokr","Endokrinologie","Endokr","Endocrinologie","Endokr","Endocrinologia","","","","","","","","","","","","","QLD_19","-10110","-49996","-63029","-62332","-10110","19","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1432,"1108",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Nephro","Nephrologie","Nephro","Nephrologie","Nephro","Néphrologie","Nephro","Nefrologia","","","","","","","","","","","","","QLD_2","-10110","-49996","-63029","-62332","-10110","2","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1433,"1109",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Gastro","Gastroenterologie","Gastro","Gastroenterologie","Gastro","Gastroentérologie","Gastro","Gastroenterologia","","","","","","","","","","","","","QLD_20","-10110","-49996","-63029","-62332","-10110","20","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1434,"1110",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Haemat","Hämatologie","Haemat","Hämatologie","Haemat","Hématologie","Haemat","Ematologia","","","","","","","","","","","","","QLD_21","-10110","-49996","-63029","-62332","-10110","21","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1435,"1111",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Kardio","Kardiologie","Kardio","Kardiologie","Kardio","Cardiologie","Kardio","Cardiologia","","","","","","","","","","","","","QLD_22","-10110","-49996","-63029","-62332","-10110","22","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1436,"1112",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Pneumo","Pneumologie","Pneumo","Pneumologie","Pneumo","Pneumologie","Pneumo","Pneumologia","","","","","","","","","","","","","QLD_23","-10110","-49996","-63029","-62332","-10110","23","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1437,"1113",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Rheuma","Rheumatologie","Rheuma","Rheumatologie","Rheuma","Rhumatologie","Rheuma","Reumatologia","","","","","","","","","","","","","QLD_24","-10110","-49996","-63029","-62332","-10110","24","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1438,"1114",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Neuroc","Neurochirurgie","Neuroc","Neurochirurgie","Neuroc","Neurochirurgie","Neuroc","Neurochirurgia","","","","","","","","","","","","","QLD_25","-10110","-49996","-63029","-62332","-10110","25","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1439,"1115",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Neurol","Neurologie","Neurol","Neurologie","Neurol","Neurologie","Neurol","Neurologia","","","","","","","","","","","","","QLD_26","-10110","-49996","-63029","-62332","-10110","26","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1440,"1116",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Ophtha","Ophthalmologie","Ophtha","Ophthalmologie","Ophtha","Ophtalmologie","Ophtha","Oftalmologia","","","","","","","","","","","","","QLD_27","-10110","-49996","-63029","-62332","-10110","27","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1441,"1117",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Ophtha","Ophthalmochirurgie","Ophtha","Ophthalmochirurgie","Ophtha","Chirurgie ophtalmologique","Ophtha","Oftalmo-chirurgia","","","","","","","","","","","","","QLD_28","-10110","-49996","-63029","-62332","-10110","28","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1442,"1118",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Orthop","Orthopädische Chirurgie","Orthop","Orthopädische Chirurgie","Orthop","Chirurgie orthopédique","Orthop","Chirurgia Ortopedica","","","","","","","","","","","","","QLD_29","-10110","-49996","-63029","-62332","-10110","29","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1263,"939",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Interv","Interventionelle Schmerztherapie","Interv","Interventionelle Schmerztherapie","Interv","Thérapie interventionnelle de la douleur","Interv","Terapia interventistica del dolore","","","","","","","","","","","","","SPA_131","-10110","-62441","-63029","-62332","-10110","131","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1264,"940",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"SPPaed","SP pädiatrische Kardiologie","SPPaed","SP pädiatrische Kardiologie","SPPaed","FA cardiologie pédiatrique","SPPaed","FA cardiologia pediatrica","","","","","","","","","","","","","QLD_87","-10110","-49996","-63029","-62332","-10110","87","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1265,"941",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"SPPaed","SP pädiatrische Nephrologie","SPPaed","SP pädiatrische Nephrologie","SPPaed","FA néphrologie pédiatrique","SPPaed","FA nefrologia pediatrica","","","","","","","","","","","","","QLD_88","-10110","-49996","-63029","-62332","-10110","88","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1266,"942",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"SPPaed","SP pädiatrische Onkologie-Hämatologie","SPPaed","SP pädiatrische Onkologie-Hämatologie","SPPaed","FA oncologie-hématologie pédiatrique","SPPaed","FA oncologia-ematologia pediatrica","","","","","","","","","","","","","QLD_89","-10110","-49996","-63029","-62332","-10110","89","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1267,"943",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Phonia","Phoniatrie","Phonia","Phoniatrie","Phonia","Phoniatrie","Phonia","Foniatria","","","","","","","","","","","","","QLD_9","-10110","-49996","-63029","-62332","-10110","9","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1268,"944",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"SPPaed","SP pädiatrische Pneumologie","SPPaed","SP pädiatrische Pneumologie","SPPaed","FA pneumologie pédiatrique","SPPaed","FA pneumologia pediatrica","","","","","","","","","","","","","QLD_90","-10110","-49996","-63029","-62332","-10110","90","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1269,"945",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"SPPaed","SP pädiatrische Rheumatologie","SPPaed","SP pädiatrische Rheumatologie","SPPaed","FA rhumatologie pédiatrique","SPPaed","FA reumatologia pediatrica","","","","","","","","","","","","","QLD_91","-10110","-49996","-63029","-62332","-10110","91","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1270,"946",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"SPGefa","SP Gefässchirurgie","SPGefa","SP Gefässchirurgie","SPGefa","FA chirurgie vasculaire","SPGefa","FA chirurgia vascolare","","","","","","","","","","","","","QLD_92","-10110","-49996","-63029","-62332","-10110","92","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1271,"947",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"SPThor","SP Thoraxchirurgie","SPThor","SP Thoraxchirurgie","SPThor","FA chirurgie thoracique","SPThor","FA chirurgia toracica","","","","","","","","","","","","","QLD_93","-10110","-49996","-63029","-62332","-10110","93","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1272,"948",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"MedOnk","Medizinische Onkologie","MedOnk","Medizinische Onkologie","MedOnk","Medizinische Onkologie","MedOnk","Medizinische Onkologie","","","","","","","","","","","","","QLD_94","-10110","-49996","-63029","-62332","-10110","94","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1273,"949",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"keine","keine Angabe","keine","keine Angabe","keine","keine Angabe","keine","keine Angabe","","","","","","","","","","","","","ANA_0","-10110","-62442","-63029","-62332","-10110","0","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1274,"950",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"MAC","Monitored Anaesthesia Care","MAC","Monitored Anaesthesia Care","MAC","Monitored Anaesthesia Care","MAC","Monitored Anaesthesia Care","","","","","","","","","","","","","ANA_1","-10110","-62442","-63029","-62332","-10110","1","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1275,"951",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"I","I","I","I","I","I","I","I","","","","","","","","","","","","","ANA_2","-10110","-62442","-63029","-62332","-10110","2","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1276,"952",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"II","II","II","II","II","II","II","II","","","","","","","","","","","","","ANA_3","-10110","-62442","-63029","-62332","-10110","3","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1277,"953",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"III","III","III","III","III","III","III","III","","","","","","","","","","","","","ANA_4","-10110","-62442","-63029","-62332","-10110","4","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1278,"954",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"IV","IV","IV","IV","IV","IV","IV","IV","","","","","","","","","","","","","ANA_5","-10110","-62442","-63029","-62332","-10110","5","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1279,"955",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Sprech","Sprechzimmer","Sprech","Sprechzimmer","Sprech","Salle de consultation","Sprech","Sala visita","","","","","","","","","","","","","SPA_1","-10110","-62441","-63029","-62332","-10110","1","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1280,"956",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"UBRGru","UBR Grundversorger","UBRGru","UBR Grundversorger","UBRGru","Salle d'examen et de traitement, médecine de premier recours","UBRGru","SET medico di base","","","","","","","","","","","","","SPA_10","-10110","-62441","-63029","-62332","-10110","10","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1281,"957",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Bestra","Bestrahlungsplanung","Bestra","Bestrahlungsplanung","Bestra","Elaboration du programme de radiothérapie","Bestra","Piano di irradiazione","","","","","","","","","","","","","SPA_100","-10110","-62441","-63029","-62332","-10110","100","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1282,"958",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Brachy","Brachytherapie","Brachy","Brachytherapie","Brachy","Curiethérapie","Brachy","Brachiterapia","","","","","","","","","","","","","SPA_101","-10110","-62441","-63029","-62332","-10110","101","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1283,"959",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Prosek","Prosektur/Autopsie","Prosek","Prosektur/Autopsie","Prosek","Service de pathologie/d'autopsie","Prosek","Sectio/autopsia","","","","","","","","","","","","","SPA_102","-10110","-62441","-63029","-62332","-10110","102","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1284,"960",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Zytolo","Zytologisches Labor","Zytolo","Zytologisches Labor","Zytolo","Laboratoire de cytologie","Zytolo","Laboratorio di citodiagnostica","","","","","","","","","","","","","SPA_103","-10110","-62441","-63029","-62332","-10110","103","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1262,"938",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"FAPhle","FA Phlebologie","FAPhle","FA Phlebologie","FAPhle","AFC Phlébologie","FAPhle","CC Flebologia","","","","","","","","","","","","","QLD_97","-10110","-49996","-63029","-62332","-10110","97","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1285,"961",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Histol","Histologisches Labor","Histol","Histologisches Labor","Histol","Laboratoire d'histologie","Histol","Laboratorio di diagnostica istologica","","","","","","","","","","","","","SPA_104","-10110","-62441","-63029","-62332","-10110","104","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1286,"962",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Histol","Histologisches Speziallabor","Histol","Histologisches Speziallabor","Histol","Laboratoire d'histologie spécialisée","Histol","Laboratorio speciale di diagnostica istologica","","","","","","","","","","","","","SPA_105","-10110","-62441","-63029","-62332","-10110","105","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1287,"963",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Radioo","Radioonkologische Herstellung von Lagerungshilfen","Radioo","Radioonkologische Herstellung von Lagerungshilfen","Radioo","Fabrication de moyens de contention radio-oncologiques","Radioo","Confezionamento di mezzi ausiliari di posizionamento di radiooncologia","","","","","","","","","","","","","SPA_106","-10110","-62441","-63029","-62332","-10110","106","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1288,"964",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Radioo","Radioonkologische Blockherstellung","Radioo","Radioonkologische Blockherstellung","Radioo","Fabrication de blocs de protection radio-oncologique","Radioo","Confezionamento di blocchi di radiooncologia","","","","","","","","","","","","","SPA_107","-10110","-62441","-63029","-62332","-10110","107","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1289,"965",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Radios","Radiosurgery","Radios","Radiosurgery","Radios","Radiochirurgie","Radios","Radiosurgery","","","","","","","","","","","","","SPA_108","-10110","-62441","-63029","-62332","-10110","108","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1290,"966",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Radioc","Radiochirurgie/Radiotherapie","Radioc","Radiochirurgie/Radiotherapie","Radioc","Radiochirurgie/radiothérapie","Radioc","Radiochirurgia/radioterapia","","","","","","","","","","","","","SPA_109","-10110","-62441","-63029","-62332","-10110","109","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1291,"967",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"UBRPne","UBR Pneumologie","UBRPne","UBR Pneumologie","UBRPne","Salle d'examen et de traitement, pneumologie","UBRPne","SET pneumologia","","","","","","","","","","","","","SPA_11","-10110","-62441","-63029","-62332","-10110","11","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1292,"968",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Ganzko","Ganzkörper-Bestrahlung","Ganzko","Ganzkörper-Bestrahlung","Ganzko","Irradiation corporelle totale","Ganzko","Irradiazione 'total-body'","","","","","","","","","","","","","SPA_110","-10110","-62441","-63029","-62332","-10110","110","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1293,"969",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Oberfl","Oberflächenhyperthermie","Oberfl","Oberflächenhyperthermie","Oberfl","Hyperthermie superficielle","Oberfl","Ipertermia superficiale","","","","","","","","","","","","","SPA_111","-10110","-62441","-63029","-62332","-10110","111","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1294,"970",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"Tiefen","Tiefenhyperthermie","Tiefen","Tiefenhyperthermie","Tiefen","Hyperthermie profonde","Tiefen","Ipertermia profonda","","","","","","","","","","","","","SPA_112","-10110","-62441","-63029","-62332","-10110","112","","","","","","","","","","",,,"-62241",3000-01-01,"",""
1295,"971",-1083,2014-01-21 11:36:06.585619000,"B.144","",2014-01-21 11:36:06.585619000,2014-01-21 11:36:06.585619000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",1970-01-01,3000-01-01,1970-01-01,3000-01-01,1000-01-01,3000-01-01,"HotLab","Hot-Labor","HotLab","Hot-Labor","HotLab","Laboratoire chaud","HotLab","Hot-labor","","","","","","","","","","","","","SPA_113","-10110","-62441","-63029","-62332","-10110","113","","","","","","","","","","",,,"-62241",3000-01-01,"",""
